INSERT into orderItems (OrderNumber, itemName, Quantity, Price) VALUES
(0, Sunday Buffet, 3, 60.0),
(1, Sunday Buffet, 3, 60.0),
(2, Sunday Buffet, 1, 20.0),
(3, Sunday Buffet, 3, 60.0),
(4, Sunday Buffet, 1, 20.0),
(5, Sunday Buffet, 1, 20.0),
(6, Sunday Buffet, 1, 20.0),
(7, Sunday Buffet, 5, 100.0),
(8, Sunday Buffet, 4, 80.0),
(9, Sunday Buffet, 5, 100.0),
(10, 'BBQ Pork Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(2876, 'Chicken w. Vegetable' , 'mild', 'evening', 1, 12.5),
(2877, 'Beef Chow Mein',  'piquant', 'lunch', 1, 9.5),
(2877, 'Chicken Egg Foo Young', 'mild', ' children', 1, 10.5),
(2878, 'Beef Egg Foo Young',  'mild', 'lunch', 1, 11.5),
(2879, 'Egg Flower Soup',  'mild', 'lunch', 2, 12.0),
(2880, 'Chicken Chop Suey',  'piquant', 'lunch', 1, 10.5),
(2880, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(2881, 'BBQ Pork Egg Foo Young',  'mild', 'lunch', 1, 11.5),
(2881, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(2881, 'House Special Chop Suey',  'mild', 'lunch', 1, 11.5),
(2881, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(2881, 'Chicken Chow Mein',  'mild', 'lunch', 1, 9.5),
(2882, 'Chicken Chop Suey',  'piquant', 'lunch', 1, 10.5),
(2882, 'Beef Chow Mein', 'mild', ' children', 3, 25.5),
(2882, 'Steamed Hams(10)',  'mild', 'lunch', 1, 6.0),
(2882, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(2882, 'Chicken Egg Foo Young',  'mild', 'lunch', 1, 11.5),
(2883, 'Chicken Egg Foo Young',  'tangy', 'lunch', 2, 23.0),
(2883, 'BBQ Pork Chow Mein',  'tangy', 'lunch', 1, 9.5),
(2883, 'Beef Chow Mein',  'tangy', 'lunch', 2, 19.0),
(2883, 'BBQ Pork Chow Mein',  'hot', 'lunch', 2, 19.0),
(2883, 'House Special Chop Suey',  'oh my god', 'lunch', 2, 23.0),
(2884, 'Pork Chop Suey',  'oh my god', 'lunch', 1, 10.5),
(2884, 'Beef Chop Suey',  'oh my god', 'lunch', 4, 42.0),
(2884, 'Beef Egg Foo Young',  'piquant', 'lunch', 1, 11.5),
(2884, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(2885, 'BBQ Pork Egg Foo Young',  'hot', 'lunch', 1, 11.5),
(2885, 'Chicken Egg Foo Young',  'tangy', 'lunch', 2, 23.0),
(2885, 'BBQ Pork Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(2885, 'Beef Chow Mein',  'hot', 'lunch', 1, 9.5),
(2885, 'Pork Chop Suey',  'piquant', 'lunch', 2, 21.0),
(2886, 'Chicken Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(2887, 'BBQ Pork Chow Mein' , 'mild', 'evening', 1, 12.5),
(2887, 'Chicken Egg Foo Young',  'oh my god', 'lunch', 2, 23.0),
(2887, 'BBQ Pork Egg Foo Young',  'tangy', 'lunch', 2, 23.0),
(2887, 'Chicken Egg Foo Young',  'hot', 'lunch', 1, 11.5),
(2887, 'BBQ Pork Egg Foo Young',  'mild', 'lunch', 1, 11.5),
(2887, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(2888, 'Beef Chow Mein' , 'piquant', 'evening', 1, 12.5),
(2888, 'Stir Fried Vegetable', 'mild', ' children', 1, 6.5),
(2888, 'Chicken Chop Suey' , 'hot', 'evening', 1, 13.5),
(2888, 'Pork Chop Suey' , 'oh my god', 'evening', 2, 27.0),
(2888, 'BBQ Pork Chow Mein' , 'tangy', 'evening', 1, 12.5),
(2889, 'Beef Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(2889, 'BBQ Pork Chow Mein' , 'piquant', 'evening', 2, 25.0),
(2889, 'Chicken w. Vegetable' , 'mild', 'evening', 2, 25.0),
(2889, 'Beef Chow Mein' , 'tangy', 'evening', 1, 12.5),
(2889, 'Pork w. Vegetable' , 'mild', 'evening', 1, 12.5),
(2889, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(2890, 'Chicken Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(2890, 'Beef Egg Foo Young', 'mild', ' children', 1, 10.5),
(2891, 'Beef Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(2892, 'Vegetable Chow Mein' , 'mild', 'evening', 1, 12.5),
(2893, 'Shrimp Chop Suey' , 'piquant', 'evening', 3, 40.5),
(2893, 'Shrimp Egg Foo Young' , 'tangy', 'evening', 3, 43.5),
(2893, 'Chicken Chow Mein' , 'piquant', 'evening', 1, 12.5),
(2893, 'BBQ Pork Chow Mein', 'mild', ' children', 1, 8.5),
(2893, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(2893, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(2894, 'Shrimp Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(2895, 'Shrimp Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(2895, 'Chicken Chow Mein' , 'mild', 'evening', 1, 12.5),
(2895, 'Beef Egg Foo Young', 'mild', ' children', 2, 21.0),
(2895, 'Vegetables Chop Suey' , 'hot', 'evening', 1, 13.5),
(2895, 'Beef Chop Suey' , 'hot', 'evening', 1, 13.5),
(2895, 'Moo Shu Pork/Chicken/Beef' , 'mild', 'evening', 1, 8.0),
(2896, 'Shrimp Egg Foo Young' , 'oh my god', 'evening', 6, 87.0),
(2897, 'Shrimp Chow Mein' , 'mild', 'evening', 1, 12.5),
(2898, 'Beef Chop Suey' , 'hot', 'evening', 1, 13.5),
(2898, 'Mongolian Beef' , 'mild', 'evening', 1, 19.0),
(2898, 'Beef Chow Mein' , 'hot', 'evening', 1, 12.5),
(2898, 'Shrimp Chow Mein' , 'mild', 'evening', 3, 37.5),
(2899, 'Vegetable Egg Foo Young' , 'tangy', 'evening', 2, 29.0),
(2899, 'Beef Chop Suey' , 'mild', 'evening', 2, 27.0),
(2899, 'Beef Egg Foo Young', 'mild', ' children', 2, 21.0),
(2899, 'Beef Chow Mein' , 'tangy', 'evening', 1, 12.5),
(2899, 'General Tsao Chicken' , 'mild', 'evening', 1, 18.0),
(2899, 'Shrimp Chow Mein' , 'tangy', 'evening', 1, 12.5),
(2900, 'Vegetable Chow Mein' , 'tangy', 'evening', 3, 37.5),
(2900, 'Shrimp Chop Suey' , 'hot', 'evening', 1, 13.5),
(2900, 'Stir Fried Vegetable' , 'mild', 'evening', 1, 10.5),
(2900, 'Salted Pepper Calamari' , 'mild', 'evening', 1, 9.0),
(2900, 'Chicken Egg Foo Young', 'mild', ' children', 2, 21.0),
(2901, 'Vegetable Chow Mein' , 'mild', 'evening', 2, 25.0),
(2901, 'Vegetable Chow Mein' , 'hot', 'evening', 1, 12.5),
(2901, 'Shrimp Chow Mein' , 'tangy', 'evening', 1, 12.5),
(2901, 'Beef Chow Mein' , 'tangy', 'evening', 1, 12.5),
(2902, 'Shrimp Chop Suey' , 'tangy', 'evening', 2, 27.0),
(2902, 'Chicken Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(2902, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(2902, 'Chicken Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(2902, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(2902, 'Cashew Shrimp' , 'mild', 'evening', 2, 28.0),
(2903, 'Vegetable Chow Mein' , 'hot', 'evening', 1, 12.5),
(2903, 'Chicken Chop Suey' , 'mild', 'evening', 1, 13.5),
(2903, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(2903, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(2903, 'Pork Chop Suey', 'mild', ' children', 1, 9.5),
(2903, 'Salted Pepper Calamari' , 'mild', 'evening', 1, 9.0),
(2903, 'Beef w. Mixed Vegetables', 'mild', ' children', 1, 8.5),
(2903, 'Salted Pepper Calamari' , 'mild', 'evening', 1, 9.0),
(2903, 'BBQ Pork Chow Mein', 'mild', ' children', 1, 8.5),
(2904, 'Shrimp Chow Mein' , 'piquant', 'evening', 1, 12.5),
(2904, 'Vegetables Chop Suey' , 'piquant', 'evening', 1, 13.5),
(2904, 'Shrimp Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(2905, 'Vegetable Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(2905, 'Sweet and Sour Pork' , 'mild', 'evening', 1, 14.5),
(2905, 'Peking Pork Chop' , 'mild', 'evening', 2, 35.0),
(2905, 'Chicken Chow Mein' , 'piquant', 'evening', 2, 25.0),
(2905, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(2905, 'Vegetable Chow Mein' , 'tangy', 'evening', 1, 12.5),
(2906, 'Shrimp Chow Mein' , 'piquant', 'evening', 1, 12.5),
(2906, 'Vegetables Chop Suey' , 'tangy', 'evening', 1, 13.5),
(2906, 'Vegetable Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(2906, 'Shrimp Chow Mein' , 'piquant', 'evening', 1, 12.5),
(2907, 'Cashew Shrimp' , 'mild', 'evening', 2, 28.0),
(2907, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(2907, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 2, 19.0),
(2907, 'Beef Egg Foo Young' , 'mild', 'evening', 3, 43.5),
(2907, 'Shrimp Chow Mein' , 'tangy', 'evening', 1, 12.5),
(2908, 'Chicken w. Vegetable' , 'mild', 'evening', 1, 12.5),
(2908, 'Beef Chop Suey' , 'mild', 'evening', 1, 13.5),
(2908, 'Pork Chop Suey', 'mild', ' children', 1, 9.5),
(2908, 'Beef Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(2909, 'Vegetables Chop Suey' , 'hot', 'evening', 1, 13.5),
(2910, 'Chicken Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(2910, 'Vegetable Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(2910, 'Chicken Chow Mein' , 'hot', 'evening', 1, 12.5),
(2911, 'Vegetables Chop Suey' , 'piquant', 'evening', 1, 13.5),
(2911, 'Shrimp Chop Suey' , 'mild', 'evening', 1, 13.5),
(2911, 'Chicken Chow Mein' , 'piquant', 'evening', 1, 12.5),
(2911, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(2912, 'Vegetable Egg Foo Young' , 'piquant', 'evening', 3, 43.5),
(2912, 'Vegetable Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(2912, 'Shrimp Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(2912, 'BBQ Pork Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(2913, 'BBQ Pork Chow Mein' , 'tangy', 'evening', 1, 12.5),
(2913, 'Beef Chop Suey' , 'hot', 'evening', 1, 13.5),
(2913, 'Vegetable Chow Mein' , 'hot', 'evening', 1, 12.5),
(2914, 'Wonton Soup' , 'mild', 'evening', 2, 10.0),
(2914, 'Vegetables Chop Suey' , 'hot', 'evening', 3, 40.5),
(2914, 'Pork w. Vegetable' , 'mild', 'evening', 3, 37.5),
(2914, 'Pork Chop Suey', 'mild', ' children', 1, 9.5),
(2914, 'Beef Chop Suey' , 'piquant', 'evening', 1, 13.5),
(2914, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(2915, 'House Special Egg Foo Young',  'oh my god', 'lunch', 2, 25.0),
(2915, 'Dumpling (Potsitckers)(10)',  'mild', 'lunch', 1, 6.0),
(2915, 'Pork Chop Suey', 'mild', ' children', 1, 9.5),
(2915, 'Beef Chop Suey',  'oh my god', 'lunch', 4, 42.0),
(2916, 'Sweet and Sour Pork',  'mild', 'lunch', 1, 10.5),
(2916, 'Chicken Chop Suey',  'hot', 'lunch', 1, 10.5),
(2916, 'House Special Egg Foo Young',  'hot', 'lunch', 2, 25.0),
(2916, 'House Special Chow Mein',  'tangy', 'lunch', 1, 10.5),
(2916, 'Pork Chop Suey',  'hot', 'lunch', 1, 10.5),
(2917, 'House Special Chop Suey',  'tangy', 'lunch', 1, 11.5),
(2918, 'Beef Chow Mein',  'tangy', 'lunch', 2, 19.0),
(2918, 'House Special Egg Foo Young',  'oh my god', 'lunch', 1, 12.5),
(2918, 'Chicken Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(2918, 'Egg Flower Soup',  'mild', 'lunch', 1, 6.0),
(2918, 'Beef w. Broccoli',  'mild', 'lunch', 2, 21.0),
(2919, 'Beef Chop Suey',  'hot', 'lunch', 1, 10.5),
(2920, 'Chicken Chow Mein',  'mild', 'lunch', 1, 9.5),
(2920, 'House Special Chow Mein',  'tangy', 'lunch', 1, 10.5),
(2920, 'Chicken Chop Suey',  'tangy', 'lunch', 1, 10.5),
(2921, 'Beef Chow Mein',  'hot', 'lunch', 6, 57.0),
(2922, 'House Special Egg Foo Young',  'tangy', 'lunch', 2, 25.0),
(2922, 'Beef Chop Suey',  'hot', 'lunch', 1, 10.5),
(2922, 'Beef Chop Suey',  'oh my god', 'lunch', 4, 42.0),
(2923, 'Beef Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(2924, 'Chicken Egg Foo Young',  'oh my god', 'lunch', 1, 11.5),
(2925, 'Sweet and Pungent Shrimp' , 'mild', 'evening', 6, 111.0),
(2926, 'Shrimp Chow Mein' , 'mild', 'evening', 3, 37.5),
(2926, 'BBQ Pork Chow Mein' , 'piquant', 'evening', 2, 25.0),
(2926, 'Chicken Chop Suey' , 'tangy', 'evening', 1, 13.5),
(2926, 'Chicken Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(2926, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(2927, 'Chicken Chow Mein' , 'piquant', 'evening', 2, 25.0),
(2927, 'Chicken w. Vegetable', 'mild', ' children', 1, 8.5),
(2927, 'Shrimp Chow Mein' , 'mild', 'evening', 1, 12.5),
(2927, 'Beef Egg Foo Young' , 'oh my god', 'evening', 2, 29.0),
(2927, 'Beef Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(2927, 'BBQ Pork Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(2928, 'BBQ Pork Chow Mein' , 'tangy', 'evening', 2, 25.0),
(2928, 'Shrimp Chow Mein' , 'hot', 'evening', 1, 12.5),
(2928, 'Shrimp Chow Mein' , 'piquant', 'evening', 1, 12.5),
(2928, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(2928, 'BBQ Pork Egg Foo Young', 'mild', ' children', 1, 10.5),
(2928, 'Pork Chop Suey',  'piquant', 'lunch', 2, 21.0),
(2929, 'Beef Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(2929, 'Shrimp Chow Mein' , 'hot', 'evening', 1, 12.5),
(2929, 'Shrimp Chow Mein' , 'piquant', 'evening', 1, 12.5),
(2930, 'Vegetable Chow Mein' , 'tangy', 'evening', 1, 12.5),
(2931, 'Vegetable Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(2932, 'BBQ Pork Chow Mein' , 'hot', 'evening', 3, 37.5),
(2932, 'Beef Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(2932, 'Shrimp Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(2932, 'Moo Shu Shrimp' , 'mild', 'evening', 1, 9.5),
(2933, 'General Tsao Chicken' , 'mild', 'evening', 2, 36.0),
(2934, 'Beef Chow Mein' , 'mild', 'evening', 1, 12.5),
(2934, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(2934, 'Vegetable Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(2934, 'Beef Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(2934, 'BBQ Pork Chow Mein', 'mild', ' children', 1, 8.5),
(2934, 'Beef Chop Suey' , 'piquant', 'evening', 1, 13.5),
(2934, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(2934, 'Shrimp Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(2935, 'Beef Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(2935, 'BBQ Pork Chow Mein', 'mild', ' children', 1, 8.5),
(2935, 'BBQ Pork Chow Mein' , 'tangy', 'evening', 1, 12.5),
(2935, 'Chicken Chop Suey' , 'mild', 'evening', 3, 40.5),
(2935, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(2935, 'Beef Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(2935, 'BBQ Pork Egg Foo Young', 'mild', ' children', 2, 21.0),
(2936, 'Vegetables Chop Suey' , 'piquant', 'evening', 2, 27.0),
(2936, 'Shrimp Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(2936, 'BBQ Pork Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(2936, 'Vegetable Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(2937, 'Curry Chicken' , 'mild', 'evening', 2, 29.0),
(2937, 'Chicken Egg Foo Young', 'mild', ' children', 2, 21.0),
(2937, 'Cashew Shrimp' , 'mild', 'evening', 2, 28.0),
(2937, 'Beef Chow Mein' , 'mild', 'evening', 1, 12.5),
(2937, 'Pork Chop Suey', 'mild', ' children', 1, 9.5),
(2937, 'Shrimp Chop Suey' , 'piquant', 'evening', 3, 40.5),
(2938, 'Shrimp Chow Mein' , 'mild', 'evening', 2, 25.0),
(2938, 'Chicken Chop Suey' , 'piquant', 'evening', 1, 13.5),
(2938, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(2938, 'Wonton Soup' , 'mild', 'evening', 1, 5.0),
(2939, 'Vegetables Chop Suey' , 'mild', 'evening', 6, 81.0),
(2940, 'Vegetables Chop Suey' , 'mild', 'evening', 1, 13.5),
(2940, 'Shrimp Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(2940, 'Beef Chow Mein' , 'mild', 'evening', 1, 12.5),
(2940, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(2940, 'Shrimp Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(2941, 'Egg Flower Soup' , 'mild', 'evening', 1, 7.0),
(2941, 'BBQ Pork Egg Foo Young' , 'piquant', 'evening', 2, 29.0),
(2941, 'Shrimp Chop Suey' , 'mild', 'evening', 2, 27.0),
(2941, 'Chicken Chop Suey' , 'mild', 'evening', 1, 13.5),
(2941, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(2941, 'Vegetable Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(2942, 'Moo Shu Shrimp' , 'mild', 'evening', 1, 9.5),
(2943, 'Egg Flower Soup' , 'mild', 'evening', 1, 7.0),
(2943, 'Peking Pork Chop' , 'mild', 'evening', 2, 35.0),
(2943, 'Chicken Chow Mein' , 'piquant', 'evening', 2, 25.0),
(2943, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(2943, 'Pork Chop Suey' , 'tangy', 'evening', 1, 13.5),
(2943, 'BBQ Pork Egg Foo Young' , 'piquant', 'evening', 2, 29.0),
(2944, 'BBQ Pork Chow Mein',  'oh my god', 'lunch', 4, 38.0),
(2944, 'Chicken Chow Mein',  'oh my god', 'lunch', 2, 19.0),
(2944, 'Beef Egg Foo Young',  'mild', 'lunch', 4, 46.0),
(2945, 'Pork Chop Suey',  'oh my god', 'lunch', 1, 10.5),
(2945, 'BBQ Pork Egg Foo Young',  'piquant', 'lunch', 4, 46.0),
(2945, 'Chicken Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(2946, 'Chicken Chow Mein',  'hot', 'lunch', 2, 19.0),
(2946, 'Chicken Chow Mein',  'tangy', 'lunch', 1, 9.5),
(2946, 'House Special Chow Mein',  'oh my god', 'lunch', 1, 10.5),
(2946, 'House Special Chow Mein',  'mild', 'lunch', 1, 10.5),
(2946, 'Pork Chop Suey', 'mild', ' children', 1, 9.5),
(2946, 'Chicken Egg Foo Young',  'tangy', 'lunch', 2, 23.0),
(2947, 'Chicken Chop Suey',  'tangy', 'lunch', 2, 21.0),
(2948, 'BBQ Pork Chow Mein',  'tangy', 'lunch', 1, 9.5),
(2949, 'BBQ Pork Chow Mein',  'piquant', 'lunch', 6, 57.0),
(2950, 'House Special Chop Suey',  'piquant', 'lunch', 1, 11.5),
(2951, 'Chicken Egg Foo Young',  'oh my god', 'lunch', 1, 11.5),
(2951, 'Chicken Chow Mein',  'hot', 'lunch', 1, 9.5),
(2951, 'Sweet and Sour Pork',  'mild', 'lunch', 2, 21.0),
(2952, 'House Special Chop Suey',  'mild', 'lunch', 1, 11.5),
(2952, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(2952, 'Chicken Chop Suey',  'piquant', 'lunch', 1, 10.5),
(2952, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(2952, 'Chicken Egg Foo Young',  'piquant', 'lunch', 2, 23.0),
(2952, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(2953, 'BBQ Pork Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(2954, 'Vegetables Chop Suey' , 'hot', 'evening', 2, 27.0),
(2954, 'Shrimp Egg Foo Young' , 'piquant', 'evening', 4, 58.0),
(2954, 'Chicken Chow Mein' , 'hot', 'evening', 1, 12.5),
(2955, 'BBQ Pork Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(2956, 'Chicken Chop Suey' , 'piquant', 'evening', 2, 27.0),
(2956, 'BBQ Pork Chow Mein', 'mild', ' children', 5, 42.5),
(2957, 'Pork Chop Suey' , 'mild', 'evening', 1, 13.5),
(2957, 'Vegetable Chow Mein' , 'piquant', 'evening', 1, 12.5),
(2957, 'Chicken Chop Suey' , 'hot', 'evening', 1, 13.5),
(2957, 'Vegetable Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(2957, 'Pork Chop Suey' , 'hot', 'evening', 2, 27.0),
(2958, 'BBQ Pork Egg Foo Young' , 'oh my god', 'evening', 2, 29.0),
(2958, 'Chicken Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(2958, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(2958, 'General Tsao Chicken' , 'mild', 'evening', 1, 18.0),
(2959, 'Beef Chow Mein' , 'mild', 'evening', 1, 12.5),
(2959, 'BBQ Pork Egg Foo Young', 'mild', ' children', 1, 10.5),
(2960, 'Chicken Chow Mein' , 'piquant', 'evening', 1, 12.5),
(2960, 'BBQ Pork Egg Foo Young', 'mild', ' children', 2, 21.0),
(2960, 'Cashew Shrimp' , 'mild', 'evening', 1, 14.0),
(2960, 'Shrimp w. Mixed Vegetable' , 'mild', 'evening', 2, 27.0),
(2961, 'Vegetable Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(2962, 'Vegetable Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(2962, 'Chicken Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(2962, 'Beef Chop Suey' , 'mild', 'evening', 1, 13.5),
(2962, 'Pork Chop Suey', 'mild', ' children', 1, 9.5),
(2963, 'Chicken Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(2963, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(2963, 'Beef Chop Suey' , 'hot', 'evening', 1, 13.5),
(2963, 'BBQ Pork Chow Mein' , 'hot', 'evening', 3, 37.5),
(2963, 'BBQ Pork Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(2964, 'Shrimp Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(2964, 'Curry Chicken' , 'mild', 'evening', 2, 29.0),
(2964, 'Stir Fried Vegetable', 'mild', ' children', 2, 13.0),
(2964, 'BBQ Pork Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(2964, 'Beef Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(2964, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(2964, 'Chicken Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(2965, 'Chicken w. Vegetable' , 'mild', 'evening', 1, 12.5),
(2966, 'Pork w. Vegetable' , 'mild', 'evening', 1, 12.5),
(2966, 'Chicken Chop Suey', 'mild', ' children', 2, 19.0),
(2967, 'Vegetable Chow Mein' , 'oh my god', 'evening', 6, 75.0),
(2968, 'Vegetable Chow Mein' , 'tangy', 'evening', 3, 37.5),
(2968, 'Beef Chow Mein' , 'oh my god', 'evening', 2, 25.0),
(2968, 'Stir Fried Vegetable', 'mild', ' children', 1, 6.5),
(2968, 'Beef Chop Suey' , 'mild', 'evening', 2, 27.0),
(2968, 'Beef Chop Suey', 'mild', ' children', 1, 9.5),
(2968, 'Vegetable Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(2969, 'BBQ Pork Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(2970, 'Chicken Chow Mein' , 'tangy', 'evening', 6, 75.0),
(2971, 'Moo Shu Shrimp' , 'mild', 'evening', 1, 9.5),
(2971, 'Vegetable Chow Mein' , 'mild', 'evening', 2, 25.0),
(2971, 'Beef Chow Mein' , 'tangy', 'evening', 1, 12.5),
(2971, 'Wonton Soup' , 'mild', 'evening', 2, 10.0),
(2971, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(2971, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(2972, 'Vegetables Chop Suey' , 'hot', 'evening', 3, 40.5),
(2972, 'Mongolian Beef' , 'mild', 'evening', 1, 19.0),
(2972, 'Shrimp Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(2972, 'Beef Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(2973, 'BBQ Pork Chow Mein' , 'hot', 'evening', 2, 25.0),
(2973, 'Beef Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(2973, 'BBQ Pork Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(2974, 'House Special Chow Mein',  'tangy', 'lunch', 1, 10.5),
(2974, 'Chicken Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(2974, 'Beef Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(2974, 'Shrimp w. Garlic Sauce',  'mild', 'lunch', 1, 11.5),
(2974, 'BBQ Pork Chow Mein',  'hot', 'lunch', 2, 19.0),
(2975, 'Pork Chop Suey',  'piquant', 'lunch', 1, 10.5),
(2976, 'Beef Chow Mein',  'tangy', 'lunch', 2, 19.0),
(2976, 'Chicken Chop Suey',  'hot', 'lunch', 3, 31.5),
(2976, 'House Special Chow Mein',  'piquant', 'lunch', 1, 10.5),
(2976, 'Pork Chop Suey',  'hot', 'lunch', 1, 10.5),
(2977, 'House Special Egg Foo Young',  'tangy', 'lunch', 1, 12.5),
(2978, 'Chicken Egg Foo Young',  'hot', 'lunch', 2, 23.0),
(2979, 'Dumpling (Potsitckers)(10)',  'mild', 'lunch', 1, 6.0),
(2979, 'Stir Fried Vegetable', 'mild', ' children', 1, 6.5),
(2979, 'House Special Chow Mein',  'tangy', 'lunch', 1, 10.5),
(2979, 'Chicken Chow Mein',  'oh my god', 'lunch', 3, 28.5),
(2979, 'Beef Chop Suey',  'oh my god', 'lunch', 1, 10.5),
(2980, 'BBQ Pork Chow Mein',  'tangy', 'lunch', 1, 9.5),
(2981, 'Chicken Chow Mein',  'piquant', 'lunch', 1, 9.5),
(2981, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(2981, 'BBQ Pork Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(2981, 'Beef Chow Mein',  'piquant', 'lunch', 1, 9.5),
(2981, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(2981, 'Beef Chop Suey',  'tangy', 'lunch', 1, 10.5),
